NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,participant,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,24,,[],20,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,492.051,67d2f0a3fc7591bc603ac592,,,,508.156,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,24,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0092_iii_1_MI_st.png,0.5,,,,,,,,[13.618000000000052],2025-07-15_17h16.30.004,19,,[13.617000000000075],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,25,,[],29,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,508.1770000000001,67d2f0a3fc7591bc603ac592,,,,511.7870000000001,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,25,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0557_v1_3_MI_st.png,0.5,,,,,,,,[1.1329999999999245],2025-07-15_17h16.30.004,28,,[1.1329999999999245],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,26,,[0.9670000000000982],103,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[0.9670000000000982],,511.79400000000004,67d2f0a3fc7591bc603ac592,,,,515.254,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,26,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0460_i_5_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,102,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,27,,[],6,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,515.265,67d2f0a3fc7591bc603ac592,,,,519.137,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,27,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0026_v1_3_MI_st.png,0.5,,,,,,,,[1.3829999999999245],2025-07-15_17h16.30.004,5,,[1.3829999999999245],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,28,,[1.1330000000000382],108,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.1330000000000382],,519.149,67d2f0a3fc7591bc603ac592,,,,522.77,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,28,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0466_v4_1_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,107,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,29,,[],118,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,522.776,67d2f0a3fc7591bc603ac592,,,,526.3629999999999,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,29,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0487_iii_6_normal_nst.png,0.5,,,,,,,,[1.0860000000000127],2025-07-15_17h16.30.004,117,,[1.0860000000000127],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,30,,[],38,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,526.374,67d2f0a3fc7591bc603ac592,,,,530.072,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,30,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0302_v5_6_NORM_NOST.png,0.5,,,,,,,,[1.2180000000000746],2025-07-15_17h16.30.004,37,,[1.2180000000000746],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,31,,[],48,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,530.08,67d2f0a3fc7591bc603ac592,,,,533.937,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,31,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0465_avr_5_NORM_NOST.png,0.5,,,,,,,,[1.3670000000000755],2025-07-15_17h16.30.004,47,,[1.3670000000000755],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,32,,[1.467999999999961],10,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.467999999999961],,533.948,67d2f0a3fc7591bc603ac592,,,,537.905,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,32,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0038_v4_2_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,9,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,33,,[],50,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,537.913,67d2f0a3fc7591bc603ac592,,,,541.5699999999999,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,33,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0466_v6_2_NORM_NOST.png,0.5,,,,,,,,[1.16599999999994],2025-07-15_17h16.30.004,49,,[1.16599999999994],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,34,,[],56,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,541.5749999999999,67d2f0a3fc7591bc603ac592,,,,546.037,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,34,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0478_v6_1_NORM_NOST.png,0.5,,,,,,,,[1.9829999999999472],2025-07-15_17h16.30.004,55,,[1.9829999999999472],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,35,,[],41,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,546.052,67d2f0a3fc7591bc603ac592,,,,550.454,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,35,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0363_v6_2_NORM_NOST.png,0.5,,,,,,,,[1.9189999999999827],2025-07-15_17h16.30.004,40,,[1.9189999999999827],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,36,,[],80,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,550.467,67d2f0a3fc7591bc603ac592,,,,554.803,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,36,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0064_avr_2_mi_st.png,0.5,,,,,,,,[1.8490000000000464],2025-07-15_17h16.30.004,79,,[1.8490000000000464],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,37,,[],8,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,554.809,67d2f0a3fc7591bc603ac592,,,,558.455,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,37,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0029_v1_2_MI_st.png,0.5,,,,,,,,[1.15199999999993],2025-07-15_17h16.30.004,7,,[1.15199999999993],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,38,,[],19,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,558.4739999999999,67d2f0a3fc7591bc603ac592,,,,566.021,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,38,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0064_v1_2_MI_st.png,0.5,,,,,,,,[5.066000000000031],2025-07-15_17h16.30.004,18,,[5.066000000000031],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,39,,[],45,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,566.033,67d2f0a3fc7591bc603ac592,,,,571.705,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,39,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0462_v1_4_NORM_NOST.png,0.5,,,,,,,,[3.183999999999969],2025-07-15_17h16.30.004,44,,[3.183999999999969],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,40,,[2.58299999999997],26,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.58299999999997],,571.713,67d2f0a3fc7591bc603ac592,,,,576.787,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,40,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0109_avr_3_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,25,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,41,,[],100,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,576.795,67d2f0a3fc7591bc603ac592,,,,583.4689999999999,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,41,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0363_v6_2_normal_nst.png,0.5,,,,,,,,[4.181999999999903],2025-07-15_17h16.30.004,99,,[4.181999999999903],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,42,,[],78,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,583.475,67d2f0a3fc7591bc603ac592,,,,591.621,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,42,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0062_v1_1_mi_st.png,0.5,,,,,,,,[5.651000000000067],2025-07-15_17h16.30.004,77,,[5.651000000000067],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,43,,[],69,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,591.6419999999999,67d2f0a3fc7591bc603ac592,,,,599.12,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,43,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0026_v4_5_mi_st.png,0.5,,,,,,,,[5],2025-07-15_17h16.30.004,68,,[5],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,44,,[],59,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,599.126,67d2f0a3fc7591bc603ac592,,,,604.804,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,44,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0487_iii_6_NORM_NOST.png,0.5,,,,,,,,[3.1829999999999927],2025-07-15_17h16.30.004,58,,[3.1829999999999927],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,45,,[5.16700000000003],90,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[5.16700000000003],,604.817,67d2f0a3fc7591bc603ac592,,,,612.47,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,45,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_avl_5_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,89,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,46,,[],34,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,612.478,67d2f0a3fc7591bc603ac592,,,,616.287,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,46,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0273_v4_4_NORM_NOST.png,0.5,,,,,,,,[1.3180000000000973],2025-07-15_17h16.30.004,33,,[1.3180000000000973],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,47,,[],24,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,616.3,67d2f0a3fc7591bc603ac592,,,,620.221,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,47,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0105_v1_2_MI_st.png,0.5,,,,,,,,[1.4329999999999927],2025-07-15_17h16.30.004,23,,[1.4329999999999927],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,48,,[],36,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,620.229,67d2f0a3fc7591bc603ac592,,,,624.655,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,48,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0300_v1_4_NORM_NOST.png,0.5,,,,,,,,[1.9340000000000828],2025-07-15_17h16.30.004,35,,[1.9340000000000828],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,49,,[],66,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,624.67,67d2f0a3fc7591bc603ac592,,,,629.005,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,49,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0022_v1_3_mi_st.png,0.5,,,,,,,,[1.850999999999999],2025-07-15_17h16.30.004,65,,[1.850999999999999],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,50,,[3.0189999999998918],89,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[3.0189999999998918],,629.015,67d2f0a3fc7591bc603ac592,,,,634.5219999999999,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,50,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0210_v1_4_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,88,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.45,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,51,,[3.685000000000059],128,,,687671e2818b7ec977627768,001,,,,AC,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please IGNORE the following ECG and click on the centre of the visualisation.,,[3.685000000000059],,634.54,67d2f0a3fc7591bc603ac592,,,,640.705,,-0.65,0,,-0.45,[],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,51,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0363_v5_5_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,127,,[],0,AC,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,52,,[1.9660000000000082],73,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.9660000000000082],,640.7139999999999,67d2f0a3fc7591bc603ac592,,,,645.1709999999999,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,52,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0042_v4_1_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,72,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,53,,[5.067000000000007],120,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[5.067000000000007],,645.183,67d2f0a3fc7591bc603ac592,,,,652.737,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,53,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0558_v1_2_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,119,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,54,,[23.201000000000022],13,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[23.201000000000022],,652.745,67d2f0a3fc7591bc603ac592,,,,678.439,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,54,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0056_v4_6_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,12,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,55,,[],42,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,678.462,67d2f0a3fc7591bc603ac592,,,,726.1899999999999,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,55,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0374_avf_1_NORM_NOST.png,0.5,,,,,,,,[45.250999999999976],2025-07-15_17h16.30.004,41,,[45.250999999999976],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,56,,[],58,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,726.213,67d2f0a3fc7591bc603ac592,,,,730.787,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,56,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0481_avr_5_NORM_NOST.png,0.5,,,,,,,,[2.1000000000000227],2025-07-15_17h16.30.004,57,,[2.1000000000000227],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,57,,[],83,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,730.795,67d2f0a3fc7591bc603ac592,,,,734.287,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,57,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0092_v1_6_mi_st.png,0.5,,,,,,,,[0.9990000000000236],2025-07-15_17h16.30.004,82,,[0.9990000000000236],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,58,,[0.8829999999999245],68,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[0.8829999999999245],,734.2959999999999,67d2f0a3fc7591bc603ac592,,,,737.67,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,58,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0026_v1_3_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,67,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,59,,[1.2850000000000819],17,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.2850000000000819],,737.68,67d2f0a3fc7591bc603ac592,,,,741.455,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,59,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0062_v4_3_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,16,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
